Season,Slot,StrongSeed,WeakSeed,StrTeamID,WkTeamID,StrTeamName,WkTeamName
1998,R1X3,X03,X14,1428,1362,Utah,San Francisco
1998,R1X4,X04,X13,1268,1429,Maryland,Utah St
1998,R1X5,X05,X12,1228,1375,Illinois,South Alabama
1998,R1X6,X06,X11,1116,1304,Arkansas,Nebraska
1998,R1X7,X07,X10,1396,1452,Temple,West Virginia
1998,R1X8,X08,X09,1397,1229,Tennessee,Illinois St
1998,R1Y1,Y01,Y16,1242,1341,Kansas,Prairie View
1998,R1Y2,Y02,Y15,1345,1174,Purdue,Delaware
1998,R1Y3,Y03,Y14,1390,1158,Stanford,Col Charleston
1998,R1Y4,Y04,Y13,1279,1434,Mississippi,Valparaiso
1998,R1Y5,Y05,Y12,1395,1199,TCU,Florida St
1998,R1Y6,Y06,Y11,1155,1444,Clemson,W Michigan
1998,R1Y7,Y07,Y10,1385,1178,St John's,Detroit
1998,R1Y8,Y08,Y09,1348,1293,Rhode Island,Murray St
1998,R1Z1,Z01,Z16,1181,1347,Duke,Radford
1998,R1Z2,Z02,Z15,1246,1354,Kentucky,S Carolina St
1998,R1Z3,Z03,Z14,1276,1172,Michigan,Davidson
1998,R1Z4,Z04,Z13,1307,1139,New Mexico,Butler
1998,R1Z5,Z05,Z12,1393,1233,Syracuse,Iona
1998,R1Z6,Z06,Z11,1417,1274,UCLA,Miami FL
1998,R1Z7,Z07,Z10,1269,1387,Massachusetts,St Louis
1998,R1Z8,Z08,Z09,1329,1203,Oklahoma St,G Washington
1999,R1W1,W01,W16,1181,1197,Duke,Florida A&M
1999,R1W2,W02,W15,1274,1248,Miami FL,Lafayette
1999,R1W3,W03,W14,1153,1206,Cincinnati,George Mason
1999,R1W4,W04,W13,1397,1174,Tennessee,Delaware
1999,R1W5,W05,W12,1458,1283,Wisconsin,Missouri St
1999,R1W6,W06,W11,1396,1245,Temple,Kent
1999,R1W7,W07,W10,1400,1345,Texas,Purdue
1999,R1W8,W08,W09,1158,1409,Col Charleston,Tulsa
1999,R1X1,X01,X16,1277,1291,Michigan St,Mt St Mary's
1999,R1X2,X02,X15,1428,1117,Utah,Arkansas St
1999,R1X3,X03,X14,1246,1308,Kentucky,New Mexico St
1999,R1X4,X04,X13,1112,1328,Arizona,Oklahoma
1999,R1X5,X05,X12,1150,1348,Charlotte,Rhode Island
1999,R1X6,X06,X11,1242,1191,Kansas,Evansville
1999,R1X7,X07,X10,1449,1275,Washington,Miami OH
1999,R1X8,X08,X09,1437,1279,Villanova,Mississippi
1999,R1Y1,Y01,Y16,1120,1457,Auburn,Winthrop
1999,R1Y2,Y02,Y15,1268,1434,Maryland,Valparaiso
1999,R1Y3,Y03,Y14,1385,1359,St John's,Samford
1999,R1Y4,Y04,Y13,1326,1293,Ohio St,Murray St
1999,R1Y5,Y05,Y12,1417,1178,UCLA,Detroit
1999,R1Y6,Y06,Y11,1231,1203,Indiana,G Washington
1999,R1Y7,Y07,Y10,1257,1166,Louisville,Creighton
1999,R1Y8,Y08,Y09,1393,1329,Syracuse,Oklahoma St
1999,R1Z1,Z01,Z16,1163,1427,Connecticut,UT San Antonio
1999,R1Z2,Z02,Z15,1390,1108,Stanford,Alcorn St
1999,R1Z3,Z03,Z14,1314,1451,North Carolina,Weber St
1999,R1Z4,Z04,Z13,1116,1373,Arkansas,Siena
1999,R1Z5,Z05,Z12,1234,1412,Iowa,UAB
1999,R1Z6,Z06,Z11,1196,1335,Florida,Penn
1999,R1Z7,Z07,Z10,1278,1211,Minnesota,Gonzaga
1999,R1Z8,Z08,Z09,1281,1307,Missouri,New Mexico
2000,R1W1,W01,W16,1181,1249,Duke,Lamar
2000,R1W2,W02,W15,1396,1248,Temple,Lafayette
2000,R1W3,W03,W14,1329,1220,Oklahoma St,Hofstra
2000,R1W4,W04,W13,1228,1335,Illinois,Penn
2000,R1W5,W05,W12,1196,1139,Florida,Butler
2000,R1W6,W06,W11,1231,1337,Indiana,Pepperdine
2000,R1W7,W07,W10,1332,1371,Oregon,Seton Hall
2000,R1W8,W08,W09,1242,1177,Kansas,DePaul
2000,R1X1,X01,X16,1390,1354,Stanford,S Carolina St
2000,R1X2,X02,X15,1153,1423,Cincinnati,UNC Wilmington
2000,R1X3,X03,X14,1326,1111,Ohio St,Appalachian St
2000,R1X4,X04,X13,1397,1418,Tennessee,Louisiana
2000,R1X5,X05,X12,1163,1429,Connecticut,Utah St
2000,R1X6,X06,X11,1274,1116,Miami FL,Arkansas
2000,R1X7,X07,X10,1409,1424,Tulsa,UNLV
2000,R1X8,X08,X09,1314,1281,North Carolina,Missouri
2000,R1Y1,Y01,Y16,1277,1434,Michigan St,Valparaiso
2000,R1Y2,Y02,Y15,1235,1148,Iowa St,Central Conn
2000,R1Y3,Y03,Y14,1268,1233,Maryland,Iona
2000,R1Y4,Y04,Y13,1393,1359,Syracuse,Samford
2000,R1Y5,Y05,Y12,1246,1382,Kentucky,St Bonaventure
2000,R1Y6,Y06,Y11,1417,1123,UCLA,Ball St
2000,R1Y7,Y07,Y10,1120,1166,Auburn,Creighton
2000,R1Y8,Y08,Y09,1428,1387,Utah,St Louis
2000,R1Z1,Z01,Z16,1112,1238,Arizona,Jackson St
2000,R1Z2,Z02,Z15,1385,1319,St John's,Northern Arizona
2000,R1Z3,Z03,Z14,1328,1457,Oklahoma,Winthrop
2000,R1Z4,Z04,Z13,1261,1369,LSU,SE Missouri St
2000,R1Z5,Z05,Z12,1400,1232,Texas,Indiana St
2000,R1Z6,Z06,Z11,1345,1173,Purdue,Dayton
2000,R1Z7,Z07,Z10,1257,1211,Louisville,Gonzaga
2000,R1Z8,Z08,Z09,1458,1201,Wisconsin,Fresno St
2001,R1W1,W01,W16,1181,1284,Duke,Monmouth NJ
2001,R1W2,W02,W15,1246,1221,Kentucky,Holy Cross
2001,R1W3,W03,W14,1130,1381,Boston College,Southern Utah
2001,R1W4,W04,W13,1417,1220,UCLA,Hofstra
2001,R1W5,W05,W12,1326,1429,Ohio St,Utah St
2001,R1W6,W06,W11,1425,1329,USC,Oklahoma St
2001,R1W7,W07,W10,1234,1166,Iowa,Creighton
2001,R1W8,W08,W09,1208,1281,Georgia,Missouri
2001,R1X1,X01,X16,1390,1422,Stanford,UNC Greensboro
2001,R1X2,X02,X15,1235,1214,Iowa St,Hampton
2001,R1X3,X03,X14,1268,1206,Maryland,George Mason
2001,R1X4,X04,X13,1231,1245,Indiana,Kent
2001,R1X5,X05,X12,1153,1140,Cincinnati,BYU
2001,R1X6,X06,X11,1458,1209,Wisconsin,Georgia St
2001,R1X7,X07,X10,1116,1207,Arkansas,Georgetown
2001,R1X8,X08,X09,1210,1386,Georgia Tech,St Joseph's PA
2001,R1Y1,Y01,Y16,1228,,Illinois,
2001,R1Y2,Y02,Y15,1112,1183,Arizona,E Illinois
2001,R1Y3,Y03,Y14,1279,1233,Mississippi,Iona
2001,R1Y4,Y04,Y13,1242,1169,Kansas,CS Northridge
2001,R1Y5,Y05,Y12,1393,1218,Syracuse,Hawaii
2001,R1Y6,Y06,Y11,1323,1462,Notre Dame,Xavier
2001,R1Y7,Y07,Y10,1448,1139,Wake Forest,Butler
2001,R1Y8,Y08,Y09,1397,1150,Tennessee,Charlotte
2001,R1Z1,Z01,Z16,1277,1106,Michigan St,Alabama St
2001,R1Z2,Z02,Z15,1314,1343,North Carolina,Princeton
2001,R1Z3,Z03,Z14,1196,1443,Florida,WKU
2001,R1Z4,Z04,Z13,1328,1232,Oklahoma,Indiana St
2001,R1Z5,Z05,Z12,1438,1211,Virginia,Gonzaga
2001,R1Z6,Z06,Z11,1400,1396,Texas,Temple
2001,R1Z7,Z07,Z10,1336,1344,Penn St,Providence
2001,R1Z8,Z08,Z09,1143,1201,California,Fresno St
2001,Y16,Y16a,Y16b,1322,1457,Northwestern LA,Winthrop
2002,R1W1,W01,W16,1268,,Maryland,
2002,R1W2,W02,W15,1163,1214,Connecticut,Hampton
2002,R1W3,W03,W14,1208,1293,Georgia,Murray St
2002,R1W4,W04,W13,1246,1434,Kentucky,Valparaiso
2002,R1W5,W05,W12,1266,1409,Marquette,Tulsa
2002,R1W6,W06,W11,1403,1356,Texas Tech,S Illinois
2002,R1W7,W07,W10,1301,1277,NC State,Michigan St
2002,R1W8,W08,W09,1458,1385,Wisconsin,St John's
2002,R1X1,X01,X16,1242,1221,Kansas,Holy Cross
2002,R1X2,X02,X15,1332,1285,Oregon,Montana
2002,R1X3,X03,X14,1280,1270,Mississippi St,McNeese St
2002,R1X4,X04,X13,1228,1361,Illinois,San Diego St
2002,R1X5,X05,X12,1196,1166,Florida,Creighton
2002,R1X6,X06,X11,1400,1130,Texas,Boston College
2002,R1X7,X07,X10,1448,1337,Wake Forest,Pepperdine
2002,R1X8,X08,X09,1390,1443,Stanford,WKU
2002,R1Y1,Y01,Y16,1181,1457,Duke,Winthrop
2002,R1Y2,Y02,Y15,1104,1194,Alabama,FL Atlantic
2002,R1Y3,Y03,Y14,1338,1148,Pittsburgh,Central Conn
2002,R1Y4,Y04,Y13,1425,1423,USC,UNC Wilmington
2002,R1Y5,Y05,Y12,1231,1428,Indiana,Utah
2002,R1Y6,Y06,Y11,1143,1335,California,Penn
2002,R1Y7,Y07,Y10,1329,1245,Oklahoma St,Kent
2002,R1Y8,Y08,Y09,1323,1150,Notre Dame,Charlotte
2002,R1Z1,Z01,Z16,1153,1131,Cincinnati,Boston Univ
2002,R1Z2,Z02,Z15,1328,1227,Oklahoma,IL Chicago
2002,R1Z3,Z03,Z14,1112,1364,Arizona,UC Santa Barbara
2002,R1Z4,Z04,Z13,1326,1172,Ohio St,Davidson
2002,R1Z5,Z05,Z12,1274,1281,Miami FL,Missouri
2002,R1Z6,Z06,Z11,1211,1461,Gonzaga,Wyoming
2002,R1Z7,Z07,Z10,1462,1218,Xavier,Hawaii
2002,R1Z8,Z08,Z09,1417,1279,UCLA,Mississippi
2002,W16,W16a,W16b,1108,1373,Alcorn St,Siena
2003,R1W1,W01,W16,1328,1354,Oklahoma,S Carolina St
2003,R1W2,W02,W15,1448,1190,Wake Forest,ETSU
2003,R1W3,W03,W14,1393,1264,Syracuse,Manhattan
2003,R1W4,W04,W13,1257,1122,Louisville,Austin Peay
2003,R1W5,W05,W12,1280,1139,Mississippi St,Butler
2003,R1W6,W06,W11,1329,1335,Oklahoma St,Penn
2003,R1W7,W07,W10,1386,1120,St Joseph's PA,Auburn
2003,R1W8,W08,W09,1143,1301,California,NC State
2003,R1X1,X01,X16,1400,,Texas,
2003,R1X2,X02,X15,1196,1358,Florida,Sam Houston St
2003,R1X3,X03,X14,1462,1407,Xavier,Troy
2003,R1X4,X04,X13,1390,1360,Stanford,San Diego
2003,R1X5,X05,X12,1163,1140,Connecticut,BYU
2003,R1X6,X06,X11,1268,1423,Maryland,UNC Wilmington
2003,R1X7,X07,X10,1277,1160,Michigan St,Colorado
2003,R1X8,X08,X09,1261,1345,LSU,Purdue
2003,R1Y1,Y01,Y16,1246,1237,Kentucky,IUPUI
2003,R1Y2,Y02,Y15,1338,1447,Pittsburgh,Wagner
2003,R1Y3,Y03,Y14,1266,1221,Marquette,Holy Cross
2003,R1Y4,Y04,Y13,1173,1409,Dayton,Tulsa
2003,R1Y5,Y05,Y12,1458,1451,Wisconsin,Weber St
2003,R1Y6,Y06,Y11,1281,1356,Missouri,S Illinois
2003,R1Y7,Y07,Y10,1231,1104,Indiana,Alabama
2003,R1Y8,Y08,Y09,1332,1428,Oregon,Utah
2003,R1Z1,Z01,Z16,1112,1436,Arizona,Vermont
2003,R1Z2,Z02,Z15,1242,1429,Kansas,Utah St
2003,R1Z3,Z03,Z14,1181,1161,Duke,Colorado St
2003,R1Z4,Z04,Z13,1228,1443,Illinois,WKU
2003,R1Z5,Z05,Z12,1323,1454,Notre Dame,WI Milwaukee
2003,R1Z6,Z06,Z11,1166,1141,Creighton,C Michigan
2003,R1Z7,Z07,Z10,1272,1113,Memphis,Arizona St
2003,R1Z8,Z08,Z09,1153,1211,Cincinnati,Gonzaga
2003,X16,X16a,X16b,1411,1421,TX Southern,UNC Asheville
2004,R1W1,W01,W16,1181,1106,Duke,Alabama St
2004,R1W2,W02,W15,1280,1284,Mississippi St,Monmouth NJ
2004,R1W3,W03,W14,1400,1343,Texas,Princeton
2004,R1W4,W04,W13,1153,1190,Cincinnati,ETSU
2004,R1W5,W05,W12,1228,1293,Illinois,Murray St
2004,R1W6,W06,W11,1314,1102,North Carolina,Air Force
2004,R1W7,W07,W10,1462,1257,Xavier,Louisville
2004,R1W8,W08,W09,1371,1112,Seton Hall,Arizona
2004,R1X1,X01,X16,1390,1427,Stanford,UT San Antonio
2004,R1X2,X02,X15,1163,1436,Connecticut,Vermont
2004,R1X3,X03,X14,1301,1418,NC State,Louisiana
2004,R1X4,X04,X13,1268,1431,Maryland,UTEP
2004,R1X5,X05,X12,1393,1140,Syracuse,BYU
2004,R1X6,X06,X11,1435,1444,Vanderbilt,W Michigan
2004,R1X7,X07,X10,1177,1173,DePaul,Dayton
2004,R1X8,X08,X09,1104,1356,Alabama,S Illinois
2004,R1Y1,Y01,Y16,1386,1251,St Joseph's PA,Liberty
2004,R1Y2,Y02,Y15,1329,1186,Oklahoma St,E Washington
2004,R1Y3,Y03,Y14,1338,1416,Pittsburgh,UCF
2004,R1Y4,Y04,Y13,1448,1433,Wake Forest,VCU
2004,R1Y5,Y05,Y12,1196,1264,Florida,Manhattan
2004,R1Y6,Y06,Y11,1458,1350,Wisconsin,Richmond
2004,R1Y7,Y07,Y10,1272,1376,Memphis,South Carolina
2004,R1Y8,Y08,Y09,1403,1150,Texas Tech,Charlotte
2004,R1Z1,Z01,Z16,1246,,Kentucky,
2004,R1Z2,Z02,Z15,1211,1434,Gonzaga,Valparaiso
2004,R1Z3,Z03,Z14,1210,1320,Georgia Tech,Northern Iowa
2004,R1Z4,Z04,Z13,1242,1227,Kansas,IL Chicago
2004,R1Z5,Z05,Z12,1344,1334,Providence,Pacific
2004,R1Z6,Z06,Z11,1130,1428,Boston College,Utah
2004,R1Z7,Z07,Z10,1277,1305,Michigan St,Nevada
2004,R1Z8,Z08,Z09,1449,1412,Washington,UAB
2004,Z16,Z16a,Z16b,1197,1250,Florida A&M,Lehigh
2005,R1W1,W01,W16,1449,1285,Washington,Montana
2005,R1W2,W02,W15,1448,1151,Wake Forest,Chattanooga
2005,R1W3,W03,W14,1211,1457,Gonzaga,Winthrop
2005,R1W4,W04,W13,1257,1418,Louisville,Louisiana
2005,R1W5,W05,W12,1210,1203,Georgia Tech,G Washington
2005,R1W6,W06,W11,1403,1417,Texas Tech,UCLA
2005,R1W7,W07,W10,1452,1166,West Virginia,Creighton
2005,R1W8,W08,W09,1334,1338,Pacific,Pittsburgh
2005,R1X1,X01,X16,1228,1192,Illinois,F Dickinson
2005,R1X2,X02,X15,1329,1368,Oklahoma St,SE Louisiana
2005,R1X3,X03,X14,1112,1429,Arizona,Utah St
2005,R1X4,X04,X13,1130,1335,Boston College,Penn
2005,R1X5,X05,X12,1104,1454,Alabama,WI Milwaukee
2005,R1X6,X06,X11,1261,1412,LSU,UAB
2005,R1X7,X07,X10,1356,1388,S Illinois,St Mary's CA
2005,R1X8,X08,X09,1400,1305,Texas,Nevada
2005,R1Y1,Y01,Y16,1181,1175,Duke,Delaware St
2005,R1Y2,Y02,Y15,1246,1184,Kentucky,E Kentucky
2005,R1Y3,Y03,Y14,1328,1310,Oklahoma,Niagara
2005,R1Y4,Y04,Y13,1393,1436,Syracuse,Vermont
2005,R1Y5,Y05,Y12,1277,1330,Michigan St,Old Dominion
2005,R1Y6,Y06,Y11,1428,1431,Utah,UTEP
2005,R1Y7,Y07,Y10,1153,1234,Cincinnati,Iowa
2005,R1Y8,Y08,Y09,1390,1280,Stanford,Mississippi St
2005,R1Z1,Z01,Z16,1314,,North Carolina,
2005,R1Z2,Z02,Z15,1163,1416,Connecticut,UCF
2005,R1Z3,Z03,Z14,1242,1137,Kansas,Bucknell
2005,R1Z4,Z04,Z13,1196,1325,Florida,Ohio
2005,R1Z5,Z05,Z12,1437,1307,Villanova,New Mexico
2005,R1Z6,Z06,Z11,1458,1320,Wisconsin,Northern Iowa
2005,R1Z7,Z07,Z10,1150,1301,Charlotte,NC State
2005,R1Z8,Z08,Z09,1278,1235,Minnesota,Iowa St
2005,Z16,Z16a,Z16b,1105,1324,Alabama A&M,Oakland
2006,R1W1,W01,W16,1181,1380,Duke,Southern Univ
2006,R1W2,W02,W15,1400,1335,Texas,Penn
2006,R1W3,W03,W14,1234,1322,Iowa,Northwestern LA
2006,R1W4,W04,W13,1261,1233,LSU,Iona
2006,R1W5,W05,W12,1393,1401,Syracuse,Texas A&M
2006,R1W6,W06,W11,1452,1356,West Virginia,S Illinois
2006,R1W7,W07,W10,1143,1301,California,NC State
2006,R1W8,W08,W09,1203,1423,G Washington,UNC Wilmington
2006,R1X1,X01,X16,1272,1331,Memphis,Oral Roberts
2006,R1X2,X02,X15,1417,1125,UCLA,Belmont
2006,R1X3,X03,X14,1211,1462,Gonzaga,Xavier
2006,R1X4,X04,X13,1242,1133,Kansas,Bradley
2006,R1X5,X05,X12,1338,1245,Pittsburgh,Kent
2006,R1X6,X06,X11,1231,1361,Indiana,San Diego St
2006,R1X7,X07,X10,1266,1104,Marquette,Alabama
2006,R1X8,X08,X09,1116,1137,Arkansas,Bucknell
2006,R1Y1,Y01,Y16,1437,,Villanova,
2006,R1Y2,Y02,Y15,1326,1172,Ohio St,Davidson
2006,R1Y3,Y03,Y14,1196,1375,Florida,South Alabama
2006,R1Y4,Y04,Y13,1130,1334,Boston College,Pacific
2006,R1Y5,Y05,Y12,1305,1285,Nevada,Montana
2006,R1Y6,Y06,Y11,1328,1454,Oklahoma,WI Milwaukee
2006,R1Y7,Y07,Y10,1207,1320,Georgetown,Northern Iowa
2006,R1Y8,Y08,Y09,1112,1458,Arizona,Wisconsin
2006,R1Z1,Z01,Z16,1163,1107,Connecticut,SUNY Albany
2006,R1Z2,Z02,Z15,1397,1457,Tennessee,Winthrop
2006,R1Z3,Z03,Z14,1314,1293,North Carolina,Murray St
2006,R1Z4,Z04,Z13,1228,1102,Illinois,Air Force
2006,R1Z5,Z05,Z12,1449,1429,Washington,Utah St
2006,R1Z6,Z06,Z11,1277,1206,Michigan St,George Mason
2006,R1Z7,Z07,Z10,1455,1371,Wichita St,Seton Hall
2006,R1Z8,Z08,Z09,1246,1412,Kentucky,UAB
2006,Y16,Y16a,Y16b,1214,1284,Hampton,Monmouth NJ
2007,R1W1,W01,W16,1314,1184,North Carolina,E Kentucky
2007,R1W2,W02,W15,1207,1125,Georgetown,Belmont
2007,R1W3,W03,W14,1450,1331,Washington St,Oral Roberts
2007,R1W4,W04,W13,1400,1308,Texas,New Mexico St
2007,R1W5,W05,W12,1425,1116,USC,Arkansas
2007,R1W6,W06,W11,1435,1203,Vanderbilt,G Washington
2007,R1W7,W07,W10,1130,1403,Boston College,Texas Tech
2007,R1W8,W08,W09,1266,1277,Marquette,Michigan St
2007,R1X1,X01,X16,1326,1148,Ohio St,Central Conn
2007,R1X2,X02,X15,1272,1317,Memphis,North Texas
2007,R1X3,X03,X14,1401,1335,Texas A&M,Penn
2007,R1X4,X04,X13,1438,1107,Virginia,SUNY Albany
2007,R1X5,X05,X12,1397,1253,Tennessee,Long Beach St
2007,R1X6,X06,X11,1257,1390,Louisville,Stanford
2007,R1X7,X07,X10,1305,1166,Nevada,Creighton
2007,R1X8,X08,X09,1140,1462,BYU,Xavier
2007,R1Y1,Y01,Y16,1196,1238,Florida,Jackson St
2007,R1Y2,Y02,Y15,1458,1394,Wisconsin,TAM C. Christi
2007,R1Y3,Y03,Y14,1332,1275,Oregon,Miami OH
2007,R1Y4,Y04,Y13,1268,1172,Maryland,Davidson
2007,R1Y5,Y05,Y12,1139,1330,Butler,Old Dominion
2007,R1Y6,Y06,Y11,1323,1457,Notre Dame,Winthrop
2007,R1Y7,Y07,Y10,1424,1210,UNLV,Georgia Tech
2007,R1Y8,Y08,Y09,1112,1345,Arizona,Purdue
2007,R1Z1,Z01,Z16,1242,,Kansas,
2007,R1Z2,Z02,Z15,1417,1451,UCLA,Weber St
2007,R1Z3,Z03,Z14,1338,1460,Pittsburgh,Wright St
2007,R1Z4,Z04,Z13,1356,1221,S Illinois,Holy Cross
2007,R1Z5,Z05,Z12,1439,1228,Virginia Tech,Illinois
2007,R1Z6,Z06,Z11,1181,1433,Duke,VCU
2007,R1Z7,Z07,Z10,1231,1211,Indiana,Gonzaga
2007,R1Z8,Z08,Z09,1246,1437,Kentucky,Villanova
2007,Z16,Z16a,Z16b,1197,1310,Florida A&M,Niagara
2008,R1W1,W01,W16,1314,,North Carolina,
2008,R1W2,W02,W15,1397,1110,Tennessee,American Univ
2008,R1W3,W03,W14,1257,1129,Louisville,Boise St
2008,R1W4,W04,W13,1450,1457,Washington St,Winthrop
2008,R1W5,W05,W12,1323,1206,Notre Dame,George Mason
2008,R1W6,W06,W11,1328,1386,Oklahoma,St Joseph's PA
2008,R1W7,W07,W10,1139,1375,Butler,South Alabama
2008,R1W8,W08,W09,1231,1116,Indiana,Arkansas
2008,R1X1,X01,X16,1242,1340,Kansas,Portland St
2008,R1X2,X02,X15,1207,1420,Georgetown,UMBC
2008,R1X3,X03,X14,1458,1168,Wisconsin,CS Fullerton
2008,R1X4,X04,X13,1435,1373,Vanderbilt,Siena
2008,R1X5,X05,X12,1155,1437,Clemson,Villanova
2008,R1X6,X06,X11,1425,1243,USC,Kansas St
2008,R1X7,X07,X10,1211,1172,Gonzaga,Davidson
2008,R1X8,X08,X09,1424,1245,UNLV,Kent
2008,R1Y1,Y01,Y16,1272,1426,Memphis,UT Arlington
2008,R1Y2,Y02,Y15,1400,1122,Texas,Austin Peay
2008,R1Y3,Y03,Y14,1390,1165,Stanford,Cornell
2008,R1Y4,Y04,Y13,1338,1331,Pittsburgh,Oral Roberts
2008,R1Y5,Y05,Y12,1277,1396,Michigan St,Temple
2008,R1Y6,Y06,Y11,1266,1246,Marquette,Kentucky
2008,R1Y7,Y07,Y10,1274,1388,Miami FL,St Mary's CA
2008,R1Y8,Y08,Y09,1280,1332,Mississippi St,Oregon
2008,R1Z1,Z01,Z16,1417,1290,UCLA,MS Valley St
2008,R1Z2,Z02,Z15,1181,1125,Duke,Belmont
2008,R1Z3,Z03,Z14,1462,1208,Xavier,Georgia
2008,R1Z4,Z04,Z13,1163,1360,Connecticut,San Diego
2008,R1Z5,Z05,Z12,1179,1443,Drake,WKU
2008,R1Z6,Z06,Z11,1345,1124,Purdue,Baylor
2008,R1Z7,Z07,Z10,1452,1112,West Virginia,Arizona
2008,R1Z8,Z08,Z09,1140,1401,BYU,Texas A&M
2008,W16,W16a,W16b,1164,1291,Coppin St,Mt St Mary's
2009,R1W1,W01,W16,1338,1190,Pittsburgh,ETSU
2009,R1W2,W02,W15,1181,1127,Duke,Binghamton
2009,R1W3,W03,W14,1437,1110,Villanova,American Univ
2009,R1W4,W04,W13,1462,1340,Xavier,Portland St
2009,R1W5,W05,W12,1199,1458,Florida St,Wisconsin
2009,R1W6,W06,W11,1417,1433,UCLA,VCU
2009,R1W7,W07,W10,1400,1278,Texas,Minnesota
2009,R1W8,W08,W09,1329,1397,Oklahoma St,Tennessee
2009,R1X1,X01,X16,1314,1347,North Carolina,Radford
2009,R1X2,X02,X15,1328,1288,Oklahoma,Morgan St
2009,R1X3,X03,X14,1393,1372,Syracuse,SF Austin
2009,R1X4,X04,X13,1211,1103,Gonzaga,Akron
2009,R1X5,X05,X12,1228,1443,Illinois,WKU
2009,R1X6,X06,X11,1113,1396,Arizona St,Temple
2009,R1X7,X07,X10,1155,1276,Clemson,Michigan
2009,R1X8,X08,X09,1261,1139,LSU,Butler
2009,R1Y1,Y01,Y16,1257,,Louisville,
2009,R1Y2,Y02,Y15,1277,1352,Michigan St,Robert Morris
2009,R1Y3,Y03,Y14,1242,1295,Kansas,N Dakota St
2009,R1Y4,Y04,Y13,1448,1156,Wake Forest,Cleveland St
2009,R1Y5,Y05,Y12,1428,1112,Utah,Arizona
2009,R1Y6,Y06,Y11,1452,1173,West Virginia,Dayton
2009,R1Y7,Y07,Y10,1130,1425,Boston College,USC
2009,R1Y8,Y08,Y09,1326,1373,Ohio St,Siena
2009,R1Z1,Z01,Z16,1163,1151,Connecticut,Chattanooga
2009,R1Z2,Z02,Z15,1272,1169,Memphis,CS Northridge
2009,R1Z3,Z03,Z14,1281,1165,Missouri,Cornell
2009,R1Z4,Z04,Z13,1449,1280,Washington,Mississippi St
2009,R1Z5,Z05,Z12,1345,1320,Purdue,Northern Iowa
2009,R1Z6,Z06,Z11,1266,1429,Marquette,Utah St
2009,R1Z7,Z07,Z10,1143,1268,California,Maryland
2009,R1Z8,Z08,Z09,1140,1401,BYU,Texas A&M
2009,Y16,Y16a,Y16b,1106,1287,Alabama St,Morehead St
2010,R1W1,W01,W16,1246,1190,Kentucky,ETSU
2010,R1W2,W02,W15,1452,1288,West Virginia,Morgan St
2010,R1W3,W03,W14,1307,1285,New Mexico,Montana
2010,R1W4,W04,W13,1458,1459,Wisconsin,Wofford
2010,R1W5,W05,W12,1396,1165,Temple,Cornell
2010,R1W6,W06,W11,1266,1449,Marquette,Washington
2010,R1W7,W07,W10,1155,1281,Clemson,Missouri
2010,R1W8,W08,W09,1400,1448,Texas,Wake Forest
2010,R1X1,X01,X16,1181,,Duke,
2010,R1X2,X02,X15,1437,1352,Villanova,Robert Morris
2010,R1X3,X03,X14,1124,1358,Baylor,Sam Houston St
2010,R1X4,X04,X13,1345,1373,Purdue,Siena
2010,R1X5,X05,X12,1401,1429,Texas A&M,Utah St
2010,R1X6,X06,X11,1323,1330,Notre Dame,Old Dominion
2010,R1X7,X07,X10,1350,1388,Richmond,St Mary's CA
2010,R1X8,X08,X09,1143,1257,California,Louisville
2010,R1Y1,Y01,Y16,1242,1250,Kansas,Lehigh
2010,R1Y2,Y02,Y15,1326,1364,Ohio St,UC Santa Barbara
2010,R1Y3,Y03,Y14,1207,1325,Georgetown,Ohio
2010,R1Y4,Y04,Y13,1268,1222,Maryland,Houston
2010,R1Y5,Y05,Y12,1277,1308,Michigan St,New Mexico St
2010,R1Y6,Y06,Y11,1397,1361,Tennessee,San Diego St
2010,R1Y7,Y07,Y10,1329,1210,Oklahoma St,Georgia Tech
2010,R1Y8,Y08,Y09,1424,1320,UNLV,Northern Iowa
2010,R1Z1,Z01,Z16,1393,1436,Syracuse,Vermont
2010,R1Z2,Z02,Z15,1243,1317,Kansas St,North Texas
2010,R1Z3,Z03,Z14,1338,1324,Pittsburgh,Oakland
2010,R1Z4,Z04,Z13,1435,1293,Vanderbilt,Murray St
2010,R1Z5,Z05,Z12,1139,1431,Butler,UTEP
2010,R1Z6,Z06,Z11,1462,1278,Xavier,Minnesota
2010,R1Z7,Z07,Z10,1140,1196,BYU,Florida
2010,R1Z8,Z08,Z09,1211,1199,Gonzaga,Florida St
2010,X16,X16a,X16b,1115,1457,Ark Pine Bluff,Winthrop
2011,R1W1,W01,W16,1326,,Ohio St,
2011,R1W2,W02,W15,1314,1254,North Carolina,LIU Brooklyn
2011,R1W3,W03,W14,1393,1232,Syracuse,Indiana St
2011,R1W4,W04,W13,1246,1343,Kentucky,Princeton
2011,R1W5,W05,W12,1452,,West Virginia,
2011,R1W6,W06,W11,1462,1266,Xavier,Marquette
2011,R1W7,W07,W10,1449,1208,Washington,Georgia
2011,R1W8,W08,W09,1206,1437,George Mason,Villanova
2011,R1X1,X01,X16,1181,1214,Duke,Hampton
2011,R1X2,X02,X15,1361,1294,San Diego St,N Colorado
2011,R1X3,X03,X14,1163,1137,Connecticut,Bucknell
